charger_id,timestamp,voltage,temperature,session_duration,error_code,charger_condition,days_since_maintenance,location,weather,failed
4954,2026-03-15,238.8,72.0,22,1,M,180,Karachi,Humid,1
4955,2026-03-23,227.2,33.3,24,2,H,84,Karachi,Hot,0
4956,2026-03-27,224.5,26.6,40,2,H,75,Karachi,Rain,0
4957,2026-04-07,229.0,47.2,10,0,L,180,Lahore,Humid,1
4958,2026-03-16,232.2,61.1,32,1,M,2,Lahore,Rain,0
4959,2026-03-16,236.8,67.1,20,0,L,127,Karachi,Clear,1
4960,2026-04-07,232.0,53.2,13,1,M,180,Karachi,Clear,0
4961,2026-04-10,231.8,64.7,11,2,H,20,Lahore,Rain,1
4962,2026-04-13,235.0,50.2,17,1,M,180,Islamabad,Clear,1
4963,2026-03-29,235.2,52.6,29,0,L,19,Karachi,Rain,0
4964,2026-03-31,236.2,70.2,17,2,H,112,Islamabad,Humid,1
4965,2026-03-27,230.2,51.4,13,2,H,159,Lahore,Hot,1
4966,2026-03-21,232.2,58.1,11,1,M,75,Karachi,Rain,1
4967,2026-03-23,236.2,54.5,43,1,M,69,Islamabad,Hot,0
4968,2026-03-26,233.8,62.3,70,0,L,55,Islamabad,Hot,0
4969,2026-03-17,231.5,50.2,16,0,L,180,Islamabad,Rain,1
4970,2026-04-06,230.5,35.1,15,0,L,180,Lahore,Clear,0
4971,2026-04-05,227.5,39.3,25,2,H,28,Lahore,Humid,0
4972,2026-03-29,228.0,37.5,41,0,L,79,Islamabad,Hot,0
4973,2026-03-21,237.2,53.8,35,1,M,109,Islamabad,Humid,0
4974,2026-04-06,227.0,32.7,90,0,L,176,Lahore,Hot,0
4975,2026-04-09,234.0,47.8,23,0,L,103,Islamabad,Rain,0
4976,2026-03-15,232.8,56.9,10,0,L,180,Islamabad,Clear,1
4977,2026-03-28,230.5,50.2,19,2,H,180,Lahore,Humid,1
4978,2026-04-02,227.0,34.5,25,0,L,86,Islamabad,Hot,0
4979,2026-03-30,230.2,60.5,10,2,H,147,Islamabad,Rain,1
4980,2026-03-24,231.5,62.9,17,1,M,161,Islamabad,Rain,1
4981,2026-03-15,229.2,39.3,81,2,H,59,Lahore,Hot,0
4982,2026-03-19,232.5,59.3,24,0,L,58,Islamabad,Hot,0
4983,2026-03-17,229.2,52.0,18,2,H,180,Lahore,Hot,1
4984,2026-03-31,231.2,62.9,14,0,L,106,Lahore,Clear,1
4985,2026-04-01,226.5,38.7,26,2,H,15,Karachi,Hot,0
4986,2026-04-09,231.0,40.5,20,1,M,64,Karachi,Hot,1
4987,2026-04-04,225.8,37.5,34,0,L,179,Islamabad,Clear,0
4988,2026-04-10,238.2,71.4,17,0,L,180,Lahore,Rain,1
4989,2026-04-02,236.8,53.2,17,0,L,129,Karachi,Hot,0
4990,2026-04-05,232.5,61.1,16,1,M,180,Islamabad,Humid,1
4991,2026-04-08,227.2,39.3,14,1,M,114,Karachi,Rain,0
4992,2026-04-05,227.8,43.0,12,0,L,20,Karachi,Humid,1
4993,2026-04-01,234.2,49.0,29,2,H,75,Lahore,Hot,0
4994,2026-03-30,236.8,65.3,21,2,H,180,Lahore,Clear,1
4995,2026-03-16,237.2,71.4,49,1,M,167,Karachi,Clear,0
4996,2026-03-29,234.2,69.0,11,1,M,44,Karachi,Clear,1
4997,2026-03-27,235.2,69.0,14,1,M,180,Lahore,Hot,1
4998,2026-03-27,235.8,70.2,11,0,L,86,Islamabad,Hot,1
4999,2026-03-30,233.5,62.9,25,0,L,5,Lahore,Humid,0
5000,2026-03-22,226.2,36.3,17,0,L,180,Karachi,Clear,1
5001,2026-03-25,228.2,36.9,24,2,H,60,Islamabad,Hot,0
5002,2026-03-22,229.2,52.0,100,0,L,111,Karachi,Rain,0
5003,2026-04-05,232.8,60.5,18,0,L,180,Islamabad,Hot,1
5004,2026-03-24,234.0,66.5,13,1,M,164,Karachi,Hot,1
5005,2026-04-06,231.0,40.5,20,1,M,64,Islamabad,Rain,1
5006,2026-03-15,226.5,33.9,37,1,M,71,Islamabad,Clear,0
5007,2026-03-26,226.2,32.7,16,2,H,180,Karachi,Rain,0
5008,2026-03-23,233.0,58.7,10,1,M,36,Islamabad,Clear,0
5009,2026-03-19,231.5,63.5,13,0,L,55,Lahore,Rain,1
5010,2026-03-23,231.2,52.6,16,2,H,180,Karachi,Humid,1
5011,2026-03-30,224.2,27.9,34,1,M,170,Lahore,Clear,0
5012,2026-04-01,231.8,59.9,17,1,M,73,Karachi,Hot,1
5013,2026-04-13,225.8,29.7,23,1,M,71,Islamabad,Humid,0
5014,2026-03-22,225.8,32.1,33,0,L,165,Islamabad,Clear,0
5015,2026-04-06,238.5,72.0,47,1,M,137,Islamabad,Clear,0
5016,2026-03-25,225.5,29.1,51,0,L,118,Karachi,Clear,0
5017,2026-04-13,229.8,47.2,32,0,L,85,Lahore,Rain,0
5018,2026-04-03,236.8,65.3,21,2,H,180,Lahore,Clear,1
5019,2026-04-02,230.5,50.2,41,1,M,177,Karachi,Hot,0
5020,2026-03-18,229.2,52.0,17,1,M,45,Karachi,Clear,1
5021,2026-04-03,237.2,53.8,35,1,M,109,Lahore,Hot,0
5022,2026-04-09,223.8,26.0,12,1,M,24,Lahore,Hot,1
5023,2026-03-24,224.2,35.7,40,2,H,180,Lahore,Hot,1
5024,2026-04-07,234.8,68.4,10,0,L,180,Lahore,Humid,1
5025,2026-03-27,226.5,32.7,52,0,L,33,Karachi,Hot,0
5026,2026-04-12,234.5,68.4,17,1,M,60,Karachi,Rain,1
5027,2026-04-03,225.0,27.9,19,2,H,100,Islamabad,Clear,1
5028,2026-03-28,227.2,32.1,49,2,H,166,Lahore,Rain,0
5029,2026-04-04,233.2,58.7,82,2,H,180,Islamabad,Humid,0
5030,2026-03-16,227.8,38.1,25,0,L,166,Karachi,Clear,0
5031,2026-04-12,234.5,50.8,46,2,H,137,Karachi,Hot,0
5032,2026-03-18,229.2,52.0,18,2,H,180,Islamabad,Clear,1
5033,2026-03-21,229.2,53.2,14,1,M,113,Lahore,Humid,1
5034,2026-04-02,234.5,51.4,51,0,L,57,Lahore,Humid,0
5035,2026-04-13,233.2,61.1,15,1,M,180,Lahore,Rain,1
5036,2026-04-13,236.5,52.6,47,2,H,81,Lahore,Clear,0
5037,2026-03-31,232.0,51.4,100,0,L,17,Islamabad,Clear,1
5038,2026-03-30,232.8,62.3,18,0,L,22,Islamabad,Clear,1
5039,2026-03-27,231.0,39.9,24,0,L,17,Karachi,Rain,0
5040,2026-04-07,231.2,58.7,13,0,L,47,Lahore,Humid,1
5041,2026-04-07,232.0,60.5,18,1,M,180,Lahore,Hot,0
5042,2026-04-05,232.2,60.5,38,0,L,171,Lahore,Clear,0
5043,2026-04-06,230.5,50.8,100,2,H,81,Islamabad,Rain,1
5044,2026-04-09,226.0,32.1,41,0,L,180,Lahore,Rain,1
5045,2026-04-10,238.8,72.6,10,2,H,161,Islamabad,Hot,1
5046,2026-04-01,231.0,61.1,18,1,M,166,Lahore,Humid,1
5047,2026-04-04,233.5,46.6,45,0,L,60,Lahore,Clear,0
5048,2026-03-26,230.5,51.4,20,2,H,180,Karachi,Clear,1
5049,2026-04-06,231.0,62.9,16,1,M,61,Lahore,Rain,1
5050,2026-04-08,226.8,44.2,34,1,M,180,Lahore,Humid,1
5051,2026-03-15,231.5,52.0,45,0,L,180,Karachi,Clear,1
5052,2026-03-29,229.0,45.4,32,0,L,180,Islamabad,Hot,0
5053,2026-03-17,228.2,37.5,24,1,M,147,Islamabad,Humid,0
5054,2026-03-20,234.0,67.1,14,0,L,172,Lahore,Humid,1
5055,2026-03-28,228.0,38.7,38,2,H,0,Islamabad,Rain,0
5056,2026-04-06,230.5,41.2,24,2,H,40,Lahore,Rain,1
5057,2026-03-20,221.5,23.0,10,1,M,89,Karachi,Clear,1
5058,2026-03-15,229.8,46.6,52,0,L,146,Karachi,Rain,0
5059,2026-04-03,232.2,62.3,32,2,H,114,Lahore,Humid,0
5060,2026-03-20,230.8,40.5,32,1,M,180,Karachi,Clear,0
5061,2026-03-22,238.0,71.4,37,0,L,14,Karachi,Clear,0
5062,2026-04-09,230.8,47.2,50,0,L,175,Lahore,Humid,0
5063,2026-03-29,228.8,44.8,31,2,H,180,Lahore,Clear,0
5064,2026-03-28,232.5,56.9,17,1,M,92,Karachi,Hot,1
5065,2026-03-30,232.2,59.9,13,0,L,85,Islamabad,Hot,1
5066,2026-04-03,229.5,58.7,10,0,L,180,Islamabad,Clear,1
5067,2026-04-06,233.0,62.3,17,2,H,130,Lahore,Rain,1
5068,2026-03-30,233.5,62.3,25,2,H,145,Lahore,Hot,0
5069,2026-04-10,234.8,64.7,100,1,M,2,Islamabad,Clear,1
5070,2026-04-02,226.2,32.7,44,0,L,39,Karachi,Hot,0
5071,2026-04-07,226.5,32.1,26,1,M,180,Islamabad,Rain,1
5072,2026-03-15,236.8,65.3,21,2,H,180,Islamabad,Humid,1
5073,2026-03-18,231.5,62.9,18,1,M,165,Islamabad,Clear,1
5074,2026-04-07,233.2,56.3,29,1,M,148,Islamabad,Clear,0
5075,2026-03-24,225.2,29.7,35,2,H,180,Lahore,Clear,1
5076,2026-04-03,236.8,52.6,26,2,H,74,Lahore,Clear,0
5077,2026-04-01,226.2,36.9,22,1,M,19,Karachi,Clear,1
5078,2026-03-16,236.5,52.6,22,0,L,67,Karachi,Clear,0
5079,2026-03-18,230.5,51.4,20,2,H,180,Karachi,Rain,1
5080,2026-03-29,232.5,52.0,24,0,L,78,Karachi,Humid,1
5081,2026-04-12,229.5,49.6,44,1,M,92,Islamabad,Rain,0
5082,2026-03-18,234.0,66.5,13,1,M,164,Lahore,Rain,1
5083,2026-03-30,234.5,64.1,43,2,H,180,Lahore,Humid,1
5084,2026-03-29,232.2,61.7,16,1,M,126,Karachi,Rain,1
5085,2026-04-01,230.5,50.2,19,2,H,180,Karachi,Hot,1
5086,2026-03-21,234.5,64.1,43,2,H,180,Islamabad,Rain,1
5087,2026-03-29,231.8,55.1,11,0,L,49,Islamabad,Clear,1
5088,2026-04-05,238.5,72.6,27,2,H,166,Karachi,Hot,0
5089,2026-03-25,226.5,32.7,28,0,L,180,Lahore,Hot,1
5090,2026-04-02,230.5,50.2,19,2,H,180,Lahore,Humid,1
5091,2026-03-22,229.0,46.6,37,0,L,6,Lahore,Rain,0
5092,2026-04-07,230.8,43.0,23,1,M,180,Karachi,Rain,0
5093,2026-03-15,230.0,60.5,19,1,M,142,Lahore,Hot,1
5094,2026-03-17,230.2,60.5,10,2,H,147,Islamabad,Rain,1
5095,2026-03-19,231.2,41.8,57,2,H,180,Islamabad,Rain,0
5096,2026-04-01,224.2,35.7,40,2,H,180,Karachi,Humid,1
5097,2026-03-26,228.5,45.4,22,1,M,5,Islamabad,Hot,0
5098,2026-03-26,221.0,21.2,62,1,M,164,Karachi,Clear,0
5099,2026-04-04,229.2,49.0,13,2,H,143,Lahore,Hot,0
5100,2026-04-10,229.5,52.0,35,1,M,96,Lahore,Humid,0
5101,2026-04-09,233.8,66.5,16,0,L,106,Lahore,Humid,1
5102,2026-04-02,231.2,52.6,16,2,H,180,Islamabad,Humid,1
5103,2026-03-23,224.2,35.7,40,2,H,180,Karachi,Rain,1
5104,2026-03-25,232.2,61.7,14,1,M,134,Lahore,Hot,1
5105,2026-03-31,238.5,72.6,49,1,M,116,Karachi,Rain,0
5106,2026-03-30,226.5,43.0,32,2,H,40,Lahore,Rain,0
5107,2026-03-18,227.0,41.2,31,1,M,66,Islamabad,Hot,0
5108,2026-03-24,231.8,64.7,11,2,H,20,Islamabad,Humid,1
5109,2026-04-05,229.2,47.8,28,1,M,180,Karachi,Clear,0
5110,2026-03-29,232.5,64.7,40,0,L,15,Islamabad,Clear,0
5111,2026-04-08,227.0,33.3,14,0,L,143,Islamabad,Hot,0
5112,2026-04-02,232.2,61.1,13,1,M,88,Karachi,Hot,1
5113,2026-03-17,229.8,50.2,31,1,M,95,Lahore,Humid,0
5114,2026-04-11,231.0,41.2,10,1,M,180,Islamabad,Hot,1
5115,2026-04-04,233.2,62.3,36,0,L,180,Karachi,Hot,0
5116,2026-04-06,234.8,63.5,22,0,L,39,Islamabad,Humid,0
5117,2026-04-13,232.2,56.3,23,0,L,54,Islamabad,Humid,0
5118,2026-03-19,230.5,41.8,32,0,L,117,Islamabad,Rain,0
5119,2026-03-25,232.2,53.2,16,0,L,91,Islamabad,Hot,0
5120,2026-04-07,226.8,30.9,38,1,M,150,Karachi,Clear,0
5121,2026-03-19,232.5,53.2,14,0,L,180,Karachi,Hot,1
5122,2026-03-21,223.8,26.0,12,1,M,24,Karachi,Clear,1
5123,2026-03-20,227.0,43.6,28,1,M,132,Islamabad,Clear,0
5124,2026-04-13,224.2,35.7,40,2,H,180,Islamabad,Clear,1
5125,2026-04-09,233.8,66.5,16,0,L,106,Islamabad,Rain,1
5126,2026-03-27,233.8,53.8,32,2,H,90,Karachi,Humid,0
5127,2026-03-16,227.5,44.2,21,2,H,82,Islamabad,Humid,0
5128,2026-04-02,228.2,32.7,27,2,H,156,Lahore,Rain,0
5129,2026-03-25,231.0,49.6,29,1,M,180,Islamabad,Humid,0
5130,2026-04-10,231.8,56.3,34,2,H,65,Lahore,Rain,0
5131,2026-04-03,232.8,56.9,10,0,L,180,Islamabad,Hot,1
5132,2026-03-19,234.2,47.8,14,1,M,32,Karachi,Rain,0
5133,2026-03-23,227.0,32.7,20,0,L,61,Islamabad,Humid,1
5134,2026-03-20,233.0,59.9,11,0,L,124,Lahore,Humid,0
5135,2026-03-31,235.2,69.0,20,0,L,180,Lahore,Hot,1
5136,2026-04-02,231.5,63.5,13,0,L,55,Islamabad,Rain,1
5137,2026-04-06,230.2,52.0,22,0,L,147,Lahore,Hot,0
5138,2026-03-22,225.8,38.7,22,1,M,180,Lahore,Clear,1
5139,2026-03-21,230.5,43.0,24,2,H,0,Karachi,Rain,0
5140,2026-03-19,235.5,70.8,13,2,H,66,Islamabad,Hot,1
5141,2026-03-29,226.5,33.3,100,0,L,127,Islamabad,Hot,1
5142,2026-03-24,227.8,37.5,23,2,H,153,Islamabad,Humid,0
5143,2026-04-07,233.5,51.4,10,1,M,180,Lahore,Rain,1
5144,2026-03-30,227.2,31.5,25,1,M,56,Islamabad,Clear,0
5145,2026-03-23,231.0,38.7,25,0,L,94,Islamabad,Clear,0
5146,2026-03-21,224.0,35.1,13,0,L,180,Karachi,Rain,1
5147,2026-03-25,232.5,61.1,16,1,M,180,Karachi,Rain,1
5148,2026-03-23,231.2,64.1,100,1,M,84,Karachi,Hot,1
5149,2026-03-31,236.5,65.9,31,2,H,175,Lahore,Humid,0
5150,2026-04-13,233.2,59.9,47,2,H,13,Islamabad,Humid,0
5151,2026-03-23,226.8,30.9,16,2,H,176,Karachi,Humid,0
5152,2026-03-17,235.0,69.0,16,1,M,180,Karachi,Rain,1
5153,2026-04-05,230.8,43.0,23,2,H,180,Karachi,Humid,0
5154,2026-03-22,229.2,52.0,18,2,H,180,Islamabad,Hot,1
5155,2026-04-02,229.0,51.4,22,0,L,180,Islamabad,Rain,1
5156,2026-04-03,228.8,46.0,67,1,M,180,Islamabad,Rain,1
5157,2026-03-30,225.8,38.7,22,1,M,180,Lahore,Humid,1
5158,2026-03-21,236.8,53.2,62,0,L,127,Lahore,Clear,0
5159,2026-04-11,235.5,70.8,13,2,H,66,Karachi,Clear,1
5160,2026-03-21,229.2,35.7,36,0,L,39,Islamabad,Hot,0
5161,2026-04-03,233.0,59.9,22,1,M,20,Karachi,Humid,1
5162,2026-04-08,234.2,49.6,76,1,M,20,Islamabad,Humid,0
5163,2026-03-27,232.5,53.2,38,0,L,142,Islamabad,Rain,0
5164,2026-03-17,231.5,49.6,39,1,M,36,Islamabad,Rain,0
5165,2026-03-26,231.2,64.1,13,0,L,92,Lahore,Humid,1
5166,2026-04-07,238.8,72.6,10,2,H,161,Lahore,Rain,1
5167,2026-03-22,235.2,69.0,11,1,M,69,Islamabad,Humid,1
5168,2026-03-27,235.2,49.6,55,1,M,180,Karachi,Hot,0
5169,2026-04-03,231.8,60.5,10,1,M,79,Islamabad,Rain,1
5170,2026-03-30,231.2,62.9,15,0,L,168,Islamabad,Humid,1
5171,2026-03-21,235.2,51.4,39,1,M,180,Karachi,Rain,0
5172,2026-03-18,225.0,27.9,19,2,H,100,Islamabad,Hot,1
5173,2026-04-12,233.5,64.7,10,1,M,125,Karachi,Rain,1
5174,2026-03-26,223.8,26.0,12,1,M,24,Lahore,Humid,1
5175,2026-03-31,232.5,43.6,54,0,L,180,Lahore,Rain,1
5176,2026-03-15,231.0,54.5,36,0,L,0,Karachi,Rain,0
5177,2026-04-13,230.2,51.4,13,2,H,159,Lahore,Humid,1
5178,2026-03-31,231.2,41.8,100,0,L,142,Lahore,Clear,1
5179,2026-03-16,229.2,52.0,18,2,H,180,Karachi,Rain,1
5180,2026-03-20,231.2,59.3,41,1,M,180,Lahore,Rain,0
5181,2026-03-26,238.8,72.6,10,2,H,161,Islamabad,Hot,1
5182,2026-04-09,227.0,36.3,23,0,L,180,Islamabad,Clear,1
5183,2026-03-25,232.2,61.7,15,0,L,161,Karachi,Hot,1
5184,2026-04-04,232.8,64.7,10,2,H,25,Lahore,Humid,1
5185,2026-03-25,234.5,52.0,10,2,H,24,Islamabad,Humid,0
5186,2026-04-01,233.2,59.9,16,0,L,130,Islamabad,Hot,0
5187,2026-03-22,230.5,51.4,20,2,H,180,Lahore,Rain,1
5188,2026-04-08,230.5,51.4,20,2,H,180,Lahore,Clear,1
5189,2026-03-21,231.8,59.9,17,1,M,73,Islamabad,Hot,1
5190,2026-04-11,236.5,65.3,10,1,M,180,Islamabad,Hot,1
5191,2026-03-28,233.5,52.0,25,2,H,28,Karachi,Humid,0
5192,2026-03-30,231.0,61.1,18,1,M,166,Karachi,Rain,1
5193,2026-03-26,225.2,29.7,35,2,H,180,Islamabad,Clear,1
5194,2026-03-23,225.8,36.9,34,1,M,73,Karachi,Hot,0
5195,2026-04-03,235.0,52.0,22,1,M,180,Islamabad,Clear,0
5196,2026-04-12,227.2,41.8,37,1,M,128,Islamabad,Clear,0
5197,2026-04-06,230.0,59.3,24,0,L,180,Karachi,Hot,1
5198,2026-04-04,234.5,64.1,43,2,H,180,Karachi,Clear,1
5199,2026-03-30,233.8,50.2,18,1,M,136,Lahore,Humid,1
5200,2026-04-04,234.8,55.1,22,2,H,0,Lahore,Rain,0
5201,2026-04-02,236.5,65.9,31,2,H,175,Lahore,Rain,0
5202,2026-03-30,227.5,36.3,28,1,M,176,Islamabad,Rain,1
5203,2026-03-23,225.2,29.7,35,2,H,180,Karachi,Humid,1
5204,2026-03-27,230.0,48.4,33,2,H,107,Islamabad,Humid,0
5205,2026-04-09,227.5,44.8,25,0,L,134,Karachi,Humid,1
5206,2026-03-19,229.2,52.0,18,2,H,180,Islamabad,Rain,1
5207,2026-04-05,227.5,36.3,28,1,M,176,Lahore,Clear,1
5208,2026-04-02,227.5,36.3,28,1,M,176,Lahore,Humid,1
5209,2026-03-24,233.0,58.7,20,0,L,180,Lahore,Hot,1
5210,2026-03-21,234.2,48.4,73,0,L,132,Islamabad,Humid,0
5211,2026-03-23,239.5,74.4,25,0,L,15,Karachi,Hot,0
5212,2026-04-08,231.2,50.8,47,1,M,180,Karachi,Rain,1
5213,2026-03-28,231.0,61.7,17,1,M,12,Lahore,Hot,1
5214,2026-03-29,228.8,46.6,49,1,M,179,Lahore,Humid,1
5215,2026-03-27,228.8,41.2,17,2,H,120,Lahore,Humid,0
5216,2026-03-24,236.8,65.3,21,2,H,180,Lahore,Clear,1
5217,2026-03-28,237.5,70.8,16,0,L,180,Karachi,Rain,1
5218,2026-04-09,230.5,41.2,24,2,H,40,Islamabad,Hot,1
5219,2026-04-04,228.5,48.4,26,1,M,11,Islamabad,Rain,0
5220,2026-04-06,231.5,53.2,10,1,M,54,Islamabad,Humid,0
5221,2026-04-12,230.0,47.2,17,2,H,148,Islamabad,Clear,0
5222,2026-03-26,232.8,53.2,26,1,M,53,Lahore,Humid,0
5223,2026-04-11,233.8,65.9,13,1,M,180,Lahore,Humid,1
5224,2026-04-12,232.0,60.5,10,0,L,90,Lahore,Humid,1
5225,2026-04-02,226.8,40.5,36,2,H,53,Islamabad,Hot,0
5226,2026-03-20,232.0,62.9,30,1,M,164,Lahore,Humid,0
5227,2026-03-26,233.0,59.3,25,0,L,33,Lahore,Rain,0
5228,2026-04-07,230.5,42.4,17,0,L,180,Karachi,Rain,1
5229,2026-03-27,231.0,62.9,16,1,M,61,Karachi,Clear,1
5230,2026-03-22,232.2,58.1,35,2,H,139,Lahore,Rain,0
5231,2026-03-30,229.2,38.1,18,0,L,12,Karachi,Humid,0
5232,2026-03-16,231.5,43.6,15,0,L,180,Karachi,Humid,1
5233,2026-04-05,231.5,50.2,16,0,L,180,Lahore,Rain,1
5234,2026-03-21,226.0,31.5,57,2,H,140,Lahore,Clear,0
5235,2026-03-26,226.8,42.4,34,1,M,163,Lahore,Clear,0
5236,2026-03-21,232.0,64.7,25,0,L,180,Lahore,Rain,1
5237,2026-04-02,236.2,54.5,100,1,M,143,Islamabad,Hot,1
5238,2026-03-28,235.2,62.3,28,1,M,180,Islamabad,Hot,0
5239,2026-04-13,227.2,42.4,46,0,L,100,Lahore,Hot,0
5240,2026-03-23,228.2,39.3,33,2,H,180,Karachi,Hot,0
5241,2026-04-01,231.8,59.9,10,0,L,22,Lahore,Rain,1
5242,2026-03-25,237.2,69.0,100,1,M,65,Lahore,Clear,1
5243,2026-03-30,235.5,69.0,10,0,L,59,Karachi,Humid,1
5244,2026-04-02,230.2,51.4,13,2,H,159,Islamabad,Humid,1
5245,2026-03-25,235.0,50.2,23,2,H,61,Lahore,Rain,0
5246,2026-04-01,234.5,68.4,17,1,M,60,Lahore,Humid,1
5247,2026-03-25,227.5,44.2,34,0,L,94,Islamabad,Hot,0
5248,2026-04-08,237.8,70.2,100,1,M,26,Islamabad,Clear,1
5249,2026-03-18,232.8,59.9,20,0,L,79,Karachi,Rain,0
5250,2026-04-01,237.5,71.4,31,1,M,180,Islamabad,Clear,0
5251,2026-04-02,230.5,39.3,28,0,L,15,Islamabad,Rain,0
5252,2026-03-27,233.8,53.8,16,0,L,139,Islamabad,Rain,0
5253,2026-03-18,236.0,64.1,10,0,L,0,Karachi,Rain,1
5254,2026-04-13,238.8,72.6,10,2,H,161,Islamabad,Rain,1
5255,2026-03-24,233.8,63.5,34,0,L,165,Islamabad,Clear,0
5256,2026-04-12,233.5,64.7,10,1,M,125,Karachi,Humid,1
5257,2026-04-05,229.5,33.9,51,1,M,65,Islamabad,Rain,0
5258,2026-03-19,230.8,62.9,23,0,L,102,Islamabad,Hot,0
5259,2026-03-17,230.2,51.4,28,1,M,121,Karachi,Rain,0
5260,2026-03-30,233.2,61.1,15,1,M,180,Lahore,Clear,1
5262,2026-04-09,235.2,68.4,11,0,L,42,Islamabad,Hot,1
5263,2026-03-22,230.5,59.3,13,1,M,180,Islamabad,Clear,1
5264,2026-04-07,231.2,64.1,13,0,L,92,Islamabad,Rain,1
5265,2026-03-21,229.0,46.6,20,1,M,180,Karachi,Hot,1
5266,2026-04-02,231.2,64.1,100,1,M,84,Islamabad,Clear,1
5267,2026-03-28,229.0,34.5,20,2,H,147,Islamabad,Rain,0
5268,2026-03-29,230.2,50.2,25,1,M,3,Karachi,Hot,0
5269,2026-03-31,235.0,50.2,12,1,M,170,Lahore,Clear,0
5270,2026-04-04,224.2,35.7,40,2,H,180,Lahore,Rain,1
5271,2026-03-15,231.2,64.1,13,0,L,92,Islamabad,Clear,1
5272,2026-03-20,233.2,59.9,25,0,L,29,Karachi,Hot,0
5273,2026-04-10,225.0,27.9,19,2,H,100,Islamabad,Rain,1
5274,2026-04-06,231.8,52.0,100,0,L,180,Karachi,Rain,0
5275,2026-03-29,231.5,59.3,14,0,L,64,Karachi,Rain,1
5276,2026-03-26,232.2,41.8,52,1,M,180,Lahore,Hot,0
5277,2026-04-04,233.8,66.5,14,0,L,174,Lahore,Humid,1
5278,2026-04-03,226.5,32.1,31,2,H,54,Karachi,Rain,0
5279,2026-03-16,229.5,38.7,31,1,M,128,Islamabad,Hot,0
5280,2026-03-19,230.2,51.4,13,2,H,159,Lahore,Clear,1
5281,2026-03-23,237.8,70.2,100,1,M,26,Islamabad,Clear,1
5282,2026-04-03,232.0,57.5,54,1,M,114,Lahore,Hot,0
5283,2026-03-28,233.0,55.7,40,2,H,71,Lahore,Humid,0
5284,2026-04-01,236.8,65.3,21,2,H,180,Islamabad,Hot,1
5285,2026-04-12,228.2,46.0,34,1,M,76,Lahore,Clear,0
5286,2026-04-05,230.5,41.2,24,2,H,40,Lahore,Clear,1
5287,2026-03-22,232.0,52.0,25,2,H,58,Islamabad,Rain,0
5288,2026-03-16,226.5,38.7,23,0,L,20,Lahore,Humid,1
5289,2026-03-23,225.2,28.5,10,1,M,105,Lahore,Hot,1
5290,2026-03-21,230.5,41.2,24,2,H,40,Lahore,Clear,1
5291,2026-04-13,226.8,30.9,46,2,H,171,Islamabad,Clear,0
5292,2026-04-12,234.0,68.4,15,0,L,32,Karachi,Clear,1
5293,2026-04-01,226.8,30.9,16,2,H,176,Islamabad,Hot,0
5294,2026-04-10,223.5,26.6,44,2,H,146,Karachi,Hot,0
5295,2026-03-30,231.8,64.7,11,2,H,20,Lahore,Humid,1
5296,2026-04-04,233.2,55.7,47,0,L,180,Karachi,Rain,0
5297,2026-03-19,236.8,65.3,21,2,H,180,Islamabad,Rain,1
5298,2026-04-06,234.8,62.3,34,0,L,0,Islamabad,Rain,0
5299,2026-04-12,226.2,36.9,22,1,M,19,Lahore,Clear,1
5300,2026-03-29,232.2,58.1,11,1,M,75,Karachi,Rain,1
5301,2026-03-19,225.0,27.9,19,2,H,100,Lahore,Clear,1
5302,2026-03-25,228.0,38.1,16,1,M,5,Lahore,Humid,0
5303,2026-04-13,229.0,50.2,28,0,L,180,Islamabad,Clear,0
5304,2026-04-05,232.5,44.8,23,0,L,180,Karachi,Humid,0
5305,2026-03-28,230.2,39.9,10,2,H,152,Karachi,Humid,0
5306,2026-04-08,231.0,59.3,100,1,M,180,Karachi,Rain,1
5307,2026-04-02,231.0,49.0,20,1,M,10,Karachi,Rain,0
5308,2026-03-17,230.5,58.7,11,0,L,180,Lahore,Clear,1
5309,2026-04-07,237.2,68.4,63,2,H,132,Lahore,Hot,0
5310,2026-03-24,234.2,67.7,10,0,L,180,Islamabad,Rain,1
5311,2026-04-11,234.0,58.7,15,0,L,87,Lahore,Rain,0
5312,2026-03-20,236.2,70.2,17,2,H,112,Lahore,Hot,1
5313,2026-04-11,236.8,64.7,28,0,L,180,Islamabad,Hot,1
5314,2026-04-09,230.2,60.5,10,2,H,147,Islamabad,Rain,1
5315,2026-03-17,225.2,29.7,35,2,H,180,Islamabad,Hot,1
5316,2026-03-16,229.0,36.9,13,2,H,72,Lahore,Clear,0
5317,2026-03-27,228.8,46.6,49,1,M,179,Lahore,Humid,1
5318,2026-04-01,231.0,49.6,29,1,M,180,Islamabad,Humid,0
5319,2026-03-16,232.0,62.9,17,1,M,144,Islamabad,Rain,1
5320,2026-03-29,226.2,39.9,16,0,L,172,Islamabad,Rain,1
5321,2026-03-19,236.8,66.5,44,1,M,129,Lahore,Clear,0
5322,2026-03-29,235.5,63.5,40,2,H,112,Lahore,Hot,0
5323,2026-04-11,227.2,36.9,52,1,M,119,Karachi,Rain,0
5324,2026-04-04,221.0,21.8,22,1,M,24,Lahore,Humid,0
5325,2026-03-31,234.2,69.0,11,1,M,44,Lahore,Clear,1
5326,2026-03-16,233.2,56.9,29,1,M,91,Lahore,Clear,0
5327,2026-04-01,232.5,57.5,14,1,M,0,Islamabad,Hot,1
